old                                      new
0dc42be9c9e6962893ac7185b0a11674e015e0dc 125516b1971a6bb845c5ee49c1581b29e96a10fb
0dedd62214c1c74d22508b458da205676b306f50 cbbd4276a87430c97082d66f457fd7aabaf38e85
0defcd64dbc203d27fcffc78e0e8d0b809b731da c439a3849f7534239d96442628714c8f5ffc0225
0df3b56dfbeb1e5a63d6d420023d66756494def2 3eb7ed5117a09d1130cc1449e69ceda6c95df535
0dfcc75e87f2a148886d469a840095d1b8ad41e1 147e46858de947f333572578212229fc193ae8a2
0e42d244041ac3af7df7c6020ee5b43815ed9bab 22320f3a26d3310a0e64aac485e81cbb697a99e2
0e49c68fb9f5a74d7b04699c1ff419bcafdb3625 bbc7e629d4df8572ae7ca8ea504b1176ae3efabe
0e4f8078fdcb7a0fe1be438b8d100342e880e44e 02caf1d4dd879a696122430bf1bb508e8d6c774d
0e79641a7e6f0bfefa6fc5615630d6f96445bd42 c9194e615d9135a4b00cded78c272ae44d80c04f
0e90018e5936250ea19026b38676b76532f2be31 4409dba0dc7ee11607b649f785962bbb475db8a6
0e927bc459e8fc27220a480c290309da93f41100 8101f2dca96cb83e3c23b247c8d52b0a26e71b64
0ea71c443b8d0c4faff0063607b4c4c817165802 45608489f5d2ed96634fe47d99fe9fbee9b607b9
0eaef30e996ae0fc600a924ae6f22ecb9d50c92e a536a474b29881fc77dac4d55d3400b3af77c4aa
0eb5a8de8d704412b01352424f0515984da400f0 0d8ee553cabeea7ad7b8edce6e4b51be38e2b754
0edda7af0312f4735ab0c930689d98f8ee60154f bd15b2efbdbb2289c5efa813e2c9f4e749f9e03d
0f402b8d0306eadf0ff5a122f02ce3d56dd67a4b aaf565988065f10872b765627c081a199e876ba0
0f8f6001758519937238f33a33cd41ce010b11c0 532ae6756177b545a141c88c56bfa2b4588b3944
1025e21ca96c673230794498069ee14e74492027 9b2ff98ace20bfa1a8857fed21b4d8860d956ca1
10404cebd9baa22c99e63514e3339a4e26aa63fb 7930966ffe31d197b12161991de3a4291b2758f7
108104df3718cacd7961415e701f98bab709807e 9f47adb7754ad0f306d071bf87734f385c65ec54
10848aea2b3f8a5557a0e4318d1c43613e6d443f 1bd851fe1b2550f48c542625e1fd53a92f28257d
109793afc8d13030c3efad08d82d155ac2466d0c 7a54b8ad42c0d253da698fb0d027f21cfa4e374d
10bd10f923fdb5ef830763498d376c52d59d27ee 78c2602f8e0ae05ec3d6f88c8af037bd6e7bba63
10f38c1306f52919eb4d2f8e0cc9d84fce5a034d 526e6d1f7a849eba7598cc8e377c9f5482ce0023
117aa1e7a8ec3157bd5c7a8af338f286e30f60eb 06f6307db73c1fe40f1e0945703cbfb58d972691
11cb6ec2f5b6dee5a7c2b96bd4ce3e608566bec3 d02c2c57ba3a23a8f6c6938d1c80e27a8bf3082a
11d312c46f295170c1abc0f75667408d5ecaf2f5 7adb801a36cdf145166cf54c8428b54a900ccb97
11d54ec3f8b2de231adee23328409824c12d267b c53f0d0efc85a1fdca16e2f899e36c76f7ced262
11e62440c272f336096d51f889256ff2d3c00466 4a40ddd71716f885afb4f005a5b8c3344ecab57d
11fead50d68c6eef21664ecd49d2dcd538a0e9c7 5fa75688970d94581dc7b25ae92ffd4e6dc81d37
124fbf198fc5023830ebe68fbfa3f189d5d0ecf1 27b0133064c5cddc671b392fbebb6a9b750b5224
12554151557f524cee4f9ed488af6fd8e6c11291 66c73064ee582677eb43a098de02641219ee2003
127ede91462c61625ce7270c04a0d0491b7aa1e1 b43a4573e425ecd463fa651505572505199a05ca
128cf0af35a530de705a5d26e222b610383d35ea ca441b52712285aa3723a792de17dee544a5461a
12c951f2f89904eec5aa2b596e01621e8aafbc2c 0834d8f75bf96defdc6058870b0e1e555e922a4d
12d2aef07f3500e47ed8f9d2a66c8f74c3e92670 070b5306bc2159ce228cedee02cafb1789c58679
1330addb0dbecbe27cc7d15cce3fd6c04d4219f6 d5bc9f29cf9468bf154280bd41d1ed1557c78cc6
1346f2760c0b7a695812d1ec3e1c5d53b25813ad f29cb6c92878c414ca09a4116f33f55c05333f78
135d89f2aadc4cf4f7e783f9d360cd6a309e6c4b ad6b768d6ab42ffbb572c07172b8f2e802783a0d
13c99dc62719c8ff4303e95a011bcb1b58cf6747 1bfd8599410517922889577ed34e79a26e0e4fcf
13d331c1b93cfca7d54a37b7a3a4c580a9deae80 5a094250ac1c875c124e19e0025e1b6efa60d54d
13e7f4976d52d99f929539fbbb07752762bc2816 5a33e80eb7114793a1924fa63ad49bbf1e3e818d
13e9f93e25911ace1f2409febbe982aca39fe312 180b55b5794003f8a1bebf4b955e7e1d4b8f2f78
1460aa5c67ea73744b9d3f781fbce330d3f5d768 ec972da2364f979b9ddfc9acc743a0f1240cf6b5
146108f105b31b49a7d25c83bc24159183863f94 ce93ca4607262968b8e98f2a3ba1d21ae1e5d0a6
146182610c6165baebed93cecd8712326badef4c 5b36a69ab51de6a68b21a9268acc163ad6cd0040
146b77dc01f24f3a8498fb0310008cd237b78719 2f6210a1fbbb985875a8131f0fb1a109e49c1453
14951f5e0c0f01513d70de05b58c509a08b07866 22b46018fe5988738b6505bc0817c358ceca919d
150026657478041cea00fec5b160b1355f63e944 06389069ed40e8ddf564cfc6aa2d70f4c5d7b05d
150252b747dfd59631ed8fe5356e088f173c9ec5 19aaa814ce7e22846882a3ca1723682dffdd4714
15179ab7a114b17eb1023c8576234789d0961bea d69b8ab62362baef077f6ec054e94ad869002f50
154868e95ec9ee1d9c5089c820dbead9b68a1ed7 2a1eb3d44fbeaa21d29e1091043e8d663fd03420
15a56071cbea5cc8efc7729b3fae38b9a8b18d36 3afbb6a2c1da43ebb33e2af2b60ecfdf96b3b15f
15d4e655cea2a130a4e0ea32a2f698f3b0f10d5f eb50eccc0fabb0377a26dbe935cc3cea771dc17b
15e032e8e0cb92b9cc9b3f9929af3a6af0d367e2 bcfc4841ff041bcf00497b4d903ed74da5e5aa9d
16196d2ba71b7fd904016c725b25944dde2a2d01 eedf89f23bd9596c8c46a03edb0188fb1e62e782
164fad8d351019953f334647d9b410d84eccc395 3a18bc80a618ae114b3ed3b417caedc034109a54
16611115f01a1964128b1a1494bc50762d9c2458 3adf7825a11017545f44de4d8d2eed51eaf8410f
1693dbaf6607fc734d6dd59f0ba4a78f0749c684 8c0e96df969c3b3f2cc42ee82eb061b9a754de04
16add60c334b9b47c634c6507f8fe8016517a4af cdd75201c1dcc1c03b89f5b827505c2a21bd33e1
16b191e3b141ba28221a03d06613ae54a9a26d97 2d55a113a4aa831e2da96c0c85ad84ade8cef437
16b50e45fe08db13e19a2b769989f31eb4cfd7ab 99eee4dd5ee5ca8fde041b99ba7b042e15ebd112
16bcf6236d57e89371c3c428cecec341f6ef4700 9218796a2c6f807c9fbb01f2523bfa4fdda09ed6
16c3ec4cdce31ca6f9c778ad88f2c6029abe89e9 029b5a1671fdbdf06f844803c72ae4d414ad64b6
16cab8cbdcde7f194b3c82912f600bc2a17c6a6b e0aa7191213a47263381a45faf28618402fbd680
16cf86f4bb02daed8cd368a258c0268a0b5d07fe 83ecd2e81f8560f5b59fa610fab7ee5e020e2757
16d1c9d83d6cbde9259d18ce455ec3a7c63de97e e2810f432cfd26151a585a3ad46456c711a2c249
16f97c66bcd47f8d891c282c530c227a3698ae32 d3b72c2e2c8949d72c2f9a25fb5c25767a678e71
172ea60477bdf53f35f09ae98ef28bb933b95ce3 1199cb8d41a367f82e15d491efcba0aaeaaee935
17a7a200beb54fb8199e507dde7b6062148dbd11 cee3e6a512ffaec01e053f215e27571bb889bd25
17b4a156b82a323248e60701eaeb68cedb09de67 f6a201a220fc75e9830aeae00cce16f6aa1ca2a4
17e697ea17098e13e1dac443439ccb5e2f0c00e8 05135b717015f735dd907a2652b6a181f125dcc2
180a22b8b8c7ba7e9e8f383702058115ed6d3573 09671a85f0ee85fc60d26f533503364e8f1ae0d7
180b24cc5685aa1643e4929fd7796dff93ec22b4 0ad4a9bd82673c6966b6c35656fee099fd96a4ec
186b2076b6404f4897d6e58b7ef9371f1c0d8229 2f9a8dbb96e820b60b5fa5da46e0eaabef44ad9b
18a108a82ecbe2611de45a0b06495740d6a06fd3 6c809a2d2cb879cd7398e204b5c229e80f9442d3
18b77d85939f30f65120ed0032de03a83cb414a7 e959b06289eec69dd89f674a9f83c791b652b0fb
18e41bebfabb054ee945b22a2baed70554346b88 63ed100c868684c4e8908f9322fe29cab492a4c1
18fbdcf1780cad6505af09ec36bb9b8c6a4b9734 a60b8f85616a5b7a068c0fba8802e20ca4955329
192148675184fc42b6a80ed654f96418713e7c5a 267eaf75abcb9073c6c716ed771ea1d1e3cd14f9
1942f64c0bf1e4691616df5e58bd7383443203ca f427463e890180f0354c3535b7e66ad20826d1f6
194be48e64200d5e703d5366ea97d0193df91073 e3fed67ae10fe80f52d8aca00414c21a80478571
1952ea6e4fe0940dc43ee535a0ac6b8f375572df e85881770ed1e92b6ac95e855d49c97026c4cea6
1960c6709eb85ce3a9fa2ffdfe5e990e71627149 c17406cf53e30af045a1ea720d1fe334a52640f5
19c6c5b531107ae61deb5919bdf6765cd7d13067 1b6e9c322cd7afb5dc6c317e598cdcdf09393216
19c851e04f54ca0e00c6b5384326fac4c90b9d6e e654ede246503752435aad3b469e96a8de608a3e
19ca2f7a16dac4e572b9fad25784f0920c72e5e4 a7f92aa219b19f34ed4c6e3b24b1523d630b4b5d
19e7257c7a84ee6156fb3030cc1e0bb76cdf6e2a 92f5ea27e841902b548e7822d68eacc0618f6065
19ffdaf9907fb264e950b9f53d678c74541c4b24 d45d3715d43004a808fd8eb17642214d686cd124
1a0d11cbafdb5097395f9a6d056ac54fd19441e3 a18742cdfb89b1ec025a98cdb79da82f6448cd84
1a28e890684e1ab818eff2e422b9a0bc43c13220 e233851b56f8d123cf1fdbd80b2fe174533ebe2e
1a3f36b60a4e3e12538cd8e1676497750162816e 20a11cb26deb2f81905d45c21e31c3421922d093
1a600d63ce04d657aeaa80d9a9db30a2dbc064d6 0114f7d4ecf1417b3fd781469ff39f0eb5e7de44
1a6d63804565479e9289e384712bc307b8d1ec34 33b10f77cb6f356d26fc47ec31514d877f97d6d8
1a6e799222972ee19591da1f81454bc8c1638769 e19318ba9ae9c2171d706f2de2cf729f0bf66b2d
1b008572122e54a6545cb10fb41c15d76d557c97 3d99e1a88c65849c9f952b28482bfbdacd58ee73
1b1b175e5246598da569c63cc056471ee397205a 52ed8d16b15548734cda0e193e863aa275fa2483
1b24c1949731e028dd1f464e80452ab18c5de293 85b9f499a399aaab9b9b5c0ed270c4f2efbcfd5d
1b2ab52251fded94630787148e1c7b426e5c699f 45103594582357025a7325f4786c3c63bf41739b
1b3ada0598fb8693ed380f6b163be6a69420be55 0cacf1e44a34e71b2b7712387e2e6372d4a24acb
1b544a25ed845393d68cc9072121f99c7890d1b7 cc5afa468e0932cfbe11a49ca84f3d39564c9c2f
1beabf0a9870fff0584b57253f2a4546ec33a1b2 5afac0e76ba9895bb5826ab0b4b463d2e63f2fad
1bebca737487cd618dc801af45d64c3375fb6a28 317410adda8ac83709c0df2366264cc656c97bc7
1c0432dcc24153c56e4b56ba81212ed68794900b a52248d982fbb7f714e67f2df533382d60a7f9b9
1c0b52eccfc6b57f236b4d057a2ecead0410010f 5995df2aae0722dc3eb275f214059aee557319d1
1c25dfd5f562d3c803c0ced66a8496c939b022bd 27fd35aaabbf1ad03c50252328722928de25df7a
1c2ba415b83214c80bbf012183e3b860df946614 1f6d82f2a007a526d50dba100d83c25cd8dee7a3
1c3a9ade191f10ca31515024a6b30cd4fab11e50 1137ef0e2bf14458a332dac6500768721c26c8b5
1d5a5a4f760084a5babe01db72048609d1cc93b5 5507917db77f030554556c721490d6d12ac5773a
1d8f973ec471d15b6e5fd630f43283acc9e141b6 d3793a12c0e8cfd32cafadaa5644b29fd7faf5bd
1ddf2ec6394c6026a68f5f0657be4fdb039f3a2e 3828940360a75fce7c010558558d3fceb9beab1b
1ddf66c8b80d362d9f020e114f310b60dd1d2b7b 5c9f1072c71ac6318bb7ed414622f72e2f07f132
1deb2bde8f513b615b1c13ffa6fed0a613b1e843 818f67c847155b9774a24481c6d8f64715cee241
1def674b7813adb13f276b611507d0236a90353a 09f1978c59dadf8a123e578015b698c1b7d03d35
1e175b98b6016bf0d887d268d56ab7f35fbf5fc2 7b364a6510137f238583a0d461a34ce8002b839a
1e1a233699a89c9830c299dd2e4abf15fec41397 920a574e4100966b0ecce6ffa0af4870fc4efd70
1e1e30a90611da31dfbd42d419d703493ebae598 80ba7c1007dd1445d9aed02ee1bc81fb4deef38a
1e2e6faf1f97ca37d44cc3c909fbf23cb81cd1a1 467df68c7f59ca238c63fdc1a5bd2e94e0436c92
1e2f1e6344e616e4694254c5e25c9832de093852 71da16bf78cac2aa9ea7baf12f8ce685bf1a75f8
1e3b4e2fbfd068c3dbc778ffbd092b270d5e371c 3e1808e99971a64c47813d473008378b91221919
1e4566165f5f4c2fca7b4340bd7845a55b3d46f2 204d32c8d163e1ce551a73309e590ee149148c00
1e738061bf71440582ecc712b20af711197f7512 d9adc3790816ec8094acea41ec444b04d891bd1f
1e7ff6c99dd20061381318dd7d7849ff77b4d3cb f35580570628987d6fe59c819f03e42c5a238ac1
1e81187a216d8d9aa67ec2f3bad3cf3682474b74 2768a85cbe23f7e040bc860ac3b92046950a74ea
1eaae18527a06a62e1e3faec1655a82d775cbe79 817d60a5db1b56a28529f9c8e9408bc575477607
1eaebdaed692bdf1064df2f8ddbe71795dc4cdbe 7783fead233578a5af7dea6bcecbe7de9a5b8463
1f0edc74ab2421b7c395abef8df9cecaa5e69740 d195dd4c91523cf5222266c6cd5e5fedbc11c2ef
1f271387e4b55e636f6b6d3078076d09c6938d27 a8e3fcce8211b6b448fe2ebc90ace4ab56d2f175
1f4a71b1ba68f9ec9a6784445d79e90f163bac6f f3ce67a3c20833fb450329cd3216b1cef4388c83
1f6c9501508ac2c6f2738e967f32fd9088241f6f bfd0dc37331b7d66cdbcf77cf0b97a1d0c487d4e
1f7b55ceb35d470dbdbd6456ee45b47c2f6d34f8 0cfd641898d1bd99f78f2413dc1a0c96b5ee0466
1f80d094dc6ed57bb1038fdc35255fcb315ccb5c 849bcbd7eaa88244304d5380915cd3480fac7dd9
1f9607dc6a8e8c9e57c76c3f2f0f254ee52f63e6 9059c649d82618f30c9505b8306c9775aa64a426
1fbf5e830ec4551fa0596cca432e400f9113b0b6 2278a24be3bf30f2dba2afe20c76fae054cbc8d8
1fe5284208cd1f5491dbdc7c310204d00caa87a7 961112f58fb15f10e28717572c0a3386f7346bcf
1ff9a959a1d9d9f0e715223a6ed617fa428a8944 b0dc33abfed502940aafc340391f0e7b021f1fbc
2024daa84512442c71bab48e16ea9e75161fc847 903a5474a64536b93e8d58bfe7b0746dcbb1fabe
20369764c72e9412829e866d2b2f0defccf0f6cd 8a9103d93d3f2f567a30b5225b36d72bc0739d5e
2077ef701c37676e707a732f02e204aed61ed31d 2eaf2a1c78a0837c65860c1c8737367b4b7c9340
20a0387ba91fc4429aeb4f999bc9fb1adf257546 dc10511d6a6a64571345201c6686a268e002d0da
20b137295fd06d09ef638a6135ca090ce78be818 2b1ca49861e9ff9156b21dd41216290915138673
20b904b16f39d3edc3a0a975eaa814ecaed79ff7 76ff34dc4253eeb1c16b572112d626448caaa4fe
212da1e7330cb2db5ebdf1315dc13a065bc80cf8 c545c88d207ce0ffd2059060d2a2c5bf9cba5e61
2154a5061808f063e0e35af4280a1835a531413a f104b8e084f3d7b0e2d6ed1e88fc377cc6b7b18d
216ed9df1b95579d2d77c179583e138158f5db62 62cb0f19a8123e27b3fc0f600efaf13e06a11c21
21848be540c87b852378fc1f489c61ef0716de2d 3db46ed298db165c92fcb2de190bc291d8927d7b
21b2dc269a256280fce6a2839532a663866b6f22 75fab003f0a4e30b96e19a0f31817c999bbc6786
21f38b51024f910cf0405ea65d2dc2e8d09372f9 c2e502faaea1d54cd68624894c3746f1c8dcbbde
2202abf16360127b8b666e336d42637171a0e2a3 b00233bc8cb1e20b67bff6c00ed28352a61bb727
22332f5ace4c6a1b6cd31f4893be54ae3c45cbf5 234d837b160c993d7bb6e31768329e0e06132462
2258dbcfb86540f85d04904415a83ed04d5b229e 3000a09136de001c7e4a917f271b9cc672d4e29d
22654a3ca8fc1b892708a2181f71bf0bdec785cf 18177a712af1d48d2a486c097ed8628c042f1230
228b3b93cc6c0d34eba368537b910958e1613800 a5242a0fb1031740401ad11474953632f5782e06
22a37e85839fca28d12ee209ade032809ed0143a 980dbe7f590e6b0c6c5b31e713cd2da8d221f030
22a7978c7719fb7df506682be01450d9c798f485 debf61e02ac63089a89f5b68e7f53cd8cb02a646
22d5266f2b8c2a6ac98d619684261547d4635e08 1f450b851610b3a0362741561d645d121628e48b
22d9709c85c8fea466f56bda42a8e46562f9e6e6 1dd86e1fdf4cd4c6b09bf8fcb68d6e01aa1004a1
22dd388f30681d4297e89aa32a06f21d246707aa a1c1c20b0f5010926566faf9b6c25ec711f9ff7b
23038971eaf0ab99331cf6fe7ab1a6cc52e8f2cb ad728d2fe0370e3cedf6e5320fb1a3fc4eca41dc
